Structure [idcode]	Molecule Name	MolRegNo	m	Value	Unit	Type	Ligand Efficiency	Binding Efficiency	Surface Efficiency	Assay Index	Assay Category	Assay Organism	Target ID	Target Name	Target Organism	Target Description	Sequence Accession	Reference	Pubmed ID	DOI	InChI-Key	Molecular Formula	Monoisotopic Mass	Druglikeness	
fly`p@L@QYw`yEDhiEEXh]QcUUUSMUAe@@	Compound 400	333492	<	10	%	Inhibition				254534		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	Bioorg. Med. Chem. Lett. 15 (24), 5365-5369 (2005)	16216498	10.1016/j.bmcl.2005.09.012	OTYXPTLNOLQYBC-UHFFFAOYSA-N	C12H19NO6	273.121239	-42.968	
fmgPp@LE@cQasrJIIQQQIYHyQZ[rZmZjhF`hjihhTP@	Compound 401	333720	=	48	%	Inhibition				254531		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	Bioorg. Med. Chem. Lett. 15 (24), 5365-5369 (2005)	16216498	10.1016/j.bmcl.2005.09.012	OXKSAQDBGFCKGT-FQWCMUAHSA-N	C19H26N2O6	378.179088	-14.022	
fdy`P@D@hkVQQJJYQVIJc@qZjjZ@BLXaHr@@	Compound 402	333526	<	10	%	Inhibition				254534		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	Bioorg. Med. Chem. Lett. 15 (24), 5365-5369 (2005)	16216498	10.1016/j.bmcl.2005.09.012	OYDIWJLZEXIHJY-IEBDPFPHSA-N	C13H15NO4	249.100109	-7.0238	
fdy`P@D@hkVQQJJYQVIJc@qZjjZ@BLXQDq@@	Compound 403	333800	<	10	%	Inhibition				254534		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	Bioorg. Med. Chem. Lett. 15 (24), 5365-5369 (2005)	16216498	10.1016/j.bmcl.2005.09.012	OYDIWJLZEXIHJY-INTQDDNPSA-N	C13H15NO4	249.100109	-7.0238	
eeSZN@@DAOMjPCHdfl^\bbTJbRbtTRrbbtRrbt\RqECrOHkUUTmTuSATEPsSQDXSaVSjPJP	Compound 404	399195		0		IC50				298649		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		Bioorg. Med. Chem. Lett. 17 (21), 5876-5880 (2007)	17855091	10.1016/j.bmcl.2007.08.031	PANGWSCMXDVPFP-LNEBKTTKSA-N	C30H39N5O7	581.284950	-2.618	
foAAb@FRtBHRYV~yZ\lz@Hffa@@	Compound 405	371878	=	40	%	Inhibition				278390		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	J. Med. Chem. 50 (8), 1850-1864 (2007)	17381079	10.1021/jm061425k	PCBSTQCIXZMXDG-UHFFFAOYSA-N	C11H7O3Cl	222.008372	-0.5995	
fdy`P@J@QIRSK^vlkQ`XmUTu@ADLD@@	Compound 406	333533	=	26	%	Inhibition				254531		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	Bioorg. Med. Chem. Lett. 15 (24), 5365-5369 (2005)	16216498	10.1016/j.bmcl.2005.09.012	PCIUUICNOBVGMX-UHFFFAOYSA-N	C13H15NO4	249.100109	-0.40069	
few`P@D@XVjSLrzsjwKiNZ\EOYmTq@@DCA@@@@	Compound 407	348638	<	25	%	Inhibition				262887		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	J. Med. Chem. 49 (12), 3440-3443 (2006)	16759084	10.1021/jm0602357	PDHAJKZTPKLFFO-UHFFFAOYSA-N	C21H15NO4	345.100109	-2.4121	
fakQ@@DAAdTRbdTRarbLQM{IV}Z`jH@`@@@@@	Compound 408	563863		0		EC50				425462		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		J. Med. Chem. 52 (16), 5228-5240 (2009)	19645480	10.1021/jm900611t	PDOYWSZZBAEVAH-UHFFFAOYSA-N	C21H22N2O	318.173213	2.4325	
eiUZNH@A@lmdVCDng`^P@cIEDiXdhihhdkEMBhiXeEBJLbjeZjZjZijjijjZfNIiKHMCeC@@	Compound 409	371776	=	23	%	Inhibition				278390		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	J. Med. Chem. 50 (8), 1850-1864 (2007)	17381079	10.1021/jm061425k	PDRHQVCXIJDKOQ-QMOFSAQNSA-N	C28H43N5O7S	593.288320	1.3347	
fdeIb@DTyKPX`bLbbTRQTRRSNBeYtA@uUUEXTQZau@@	Compound 410	386745	>	3.0e5	nM	IC50				287336		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		Bioorg. Med. Chem. Lett. 17 (9), 2470-2473 (2007)	17336519	10.1016/j.bmcl.2007.02.026	PGEULCIODBNODW-XVMARJQXSA-N	C10H11N4O3Cl	270.051968	0.85954	
ec`\HH@LEAi@@cIEDeDhedmmEDhcaQXEyEtLmmUTB@@D@@A@DDE@@	Compound 411	452790	<=	50	%	Inhibition				406904		SARS coronavirus	101075	Replicase polyprotein 1ab	SARS coronavirus	Target is a single protein chain	P0C6X7	Bioorg. Med. Chem. Lett. 18 (23), 6110-6114 (2008)	18947995	10.1016/j.bmcl.2008.10.023	PJGKCVCWFJVGPB-UHFFFAOYSA-N	C23H17N3OS	383.109232	2.8124	
ffcpP@DQjAgbyEEEDleEhhgB\t{tVjX`Xii``@@	Compound 412	316563	=	25	%	Inhibition				240686		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	Bioorg. Med. Chem. Lett. 15 (12), 3058-3062 (2005)	15896959	10.1016/j.bmcl.2005.04.027	PJTDOJRJIDXENE-UHFFFAOYSA-N	C15H13N3O4	299.090607	0.14671	
gjmWPX@@DCCqtAJhpy}Qt`G@QI|qAduxBi\yEEEEMEEEEGihhmDhdiiimBXeEMMMCMheLihh]EEM\ii|mUUUSTuUUUMKUUUTsUUUMMUUSTuUQc@PPhdTQBLaAR`dQfh[TPRDMGdbAB`	Compound 413	72873	>	8300	nM	IC50				574748		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		Antimicrob. Agents Chemother. 52 (4), 1302-1317 (2008)	18212100	10.1128/aac.01324-07	PMATZTZNYRCHOR-YUZSLPGISA-N	C62H111N11O12	1201.84137	6.7856	
ffca@@D@rJIQQQJXkSIZ\FIZmPTP@@@@PIP@	Compound 414	562162		0		EC50				425462		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		J. Med. Chem. 52 (16), 5228-5240 (2009)	19645480	10.1021/jm900611t	PNLGQULYJADVGW-HNNXBMFYSA-N	C20H19NO	289.146664	2.4802	
ffca@@D@rJIQQQJXkSIZ\FIZmPTP@@@@PIP@	Compound 415	556836		0		EC50				425462		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		J. Med. Chem. 52 (16), 5228-5240 (2009)	19645480	10.1021/jm900611t	PNLGQULYJADVGW-UHFFFAOYSA-N	C20H19NO	289.146664	2.4802	
eghTD@@DC@KLbbTRRbtRRtLtRbLagbTrqusUUPTEE@@@PD@U@@	Compound 416	651059	=	11600	nM	EC50				486973		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		J. Med. Chem. 53 (13), 4968-4979 (2010)	20527968	10.1021/jm1004489	PNSZKQRTBQGHET-IBGZPJMESA-N	C26H30N2O2	402.230728	6.7431	
elR\A@@LCF`DMJmckglbbRdTlVbbbLlRTTvRrJzFZjjfjjijifjjHhSbzPr@@	Compound 417	333510	=	16	%	Inhibition				254531		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	Bioorg. Med. Chem. Lett. 15 (24), 5365-5369 (2005)	16216498	10.1016/j.bmcl.2005.09.012	POOZGSRLIRHTHZ-XSLAGTTESA-N	C24H39N3O8	497.273717	-57.483	
fj}qB@LJSH@PeLkKKkXiXOhuU@`@AUABE@@	Compound 418	452791	<=	50	%	Inhibition				406904		SARS coronavirus	101075	Replicase polyprotein 1ab	SARS coronavirus	Target is a single protein chain	P0C6X7	Bioorg. Med. Chem. Lett. 18 (23), 6110-6114 (2008)	18947995	10.1016/j.bmcl.2008.10.023	PSSIXVHSZSMVOK-UHFFFAOYSA-N	C16H17N3OS	299.109232	3.6485	
dg~H`MX@cIEDiUDdUG]Rm@A@@@	Compound 419	371891	<	10	%	Inhibition				278390		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	J. Med. Chem. 50 (8), 1850-1864 (2007)	17381079	10.1021/jm061425k	PTKTYQBZDLBMEH-UHFFFAOYSA-N	C11H9NOS	203.040484	2.406	
dg~D`K[`BLdTReTRQT]uJt@D@@	Compound 420	371779	<	10	%	Inhibition				278390		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	J. Med. Chem. 50 (8), 1850-1864 (2007)	17381079	10.1021/jm061425k	PUSYOYOSUPYJTK-UHFFFAOYSA-N	C10H7NO2S	205.019749	1.7408	
ekWRA@@DAOM`CHdfg`X\bbTJbRbtTRrbbtjbbJdUbRHhuMZjjejfjZjjfjj@BBLIpkIuHEH	Compound 421	356220	=	58	nM	Ki	0.22	11.47	4.49	265844		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	J. Med. Chem. 49 (16), 4971-4980 (2006)	16884309	10.1021/jm0603926	PWBQMVUCCVWDEJ-LXEKOQJLSA-N	C33H50N4O8	630.362866	-33.657	
fjmAS@BJudhLSfIHHrJJKQFPqIYQ``q``bV@BX@@@	Compound 422	356409	=	16000	nM	IC50	0.31	11.00	5.23	266027		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	J. Med. Chem. 49 (17), 5154-5161 (2006)	16913704	10.1021/jm060207o	PWOOQGJCRRKDBU-UHFFFAOYSA-N	C13H8O5Br2S	433.845917	-2.9473	
eohRBH@LBILaEAk`@aJYUf_YeU{nMJinejBAhj@L@`i`@@@	Compound 423	348711	=	1.6596e13	nM	IC50				262926		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	J. Med. Chem. 49 (12), 3485-3495 (2006)	16759091	10.1021/jm050852f	PWZKDBYJLZTANB-UHFFFAOYSA-N	C22H18N4O4S	434.104876	-2.9232	
eohRBH@LBILaEAk`@aJYUf_YeU{nMJinejBAhj@L@`i`@@@	Compound 424	348711	=	60000	nM	IC50	0.19	9.72	3.37	262926		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	J. Med. Chem. 49 (12), 3485-3495 (2006)	16759091	10.1021/jm050852f	PWZKDBYJLZTANB-UHFFFAOYSA-N	C22H18N4O4S	434.104876	-2.9232	
fjmAR@HH|EH@cIICEEDheEhmQ\UZ@HHFF@@@	Compound 425	356410	=	16000	nM	IC50	0.31	15.76	5.42	266027		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	J. Med. Chem. 49 (17), 5154-5161 (2006)	16913704	10.1021/jm060207o	PZDMHBOCYKZMGI-UHFFFAOYSA-N	C15H12O5S	304.040545	-1.2837	
fluQA@FAT@H\DYHheBeEeDdRdmQSThAESuB@@	Compound 426	730097	>	1.0e5	nM	EC50				825873		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism			24486419	10.1016/j.ejmech.2013.12.055	PZUIIRHHOWQYKG-UHFFFAOYSA-N	C14H8N2OS2	284.007803	-2.8386	
edZRDF@NGLnmF`HaRHRBOi@FPadLbbbTRRjbRfrfTRVTcDfadVQutDCEL@QSP@UQ@@@@	Compound 427	349607	=	6.6069e13	nM	IC50				262926		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	J. Med. Chem. 49 (12), 3485-3495 (2006)	16759091	10.1021/jm050852f	QECWOSUSNVKLGQ-UHFFFAOYSA-N	C22H13N4O2Cl2F3S	524.008834	-3.8881	
edZRDF@NGLnmF`HaRHRBOi@FPadLbbbTRRjbRfrfTRVTcDfadVQutDCEL@QSP@UQ@@@@	Compound 428	349607	=	15000	nM	IC50	0.19	9.18	5.96	262926		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	J. Med. Chem. 49 (12), 3485-3495 (2006)	16759091	10.1021/jm050852f	QECWOSUSNVKLGQ-UHFFFAOYSA-N	C22H13N4O2Cl2F3S	524.008834	-3.8881	
elZRJ@DH@bo`DELjhIPyInUnuvV[yU][bPrpyyh@bZfif``bjD@`\P	Compound 429	774398	=	38570	nM	IC50	0.17	9.26	3.75	589666		SARS coronavirus	101075	Replicase polyprotein 1ab	SARS coronavirus	Target is a single protein chain	P0C6X7	Bioorg. Med. Chem. Lett. 21 (10), 3088-3091 (2011)	21470860	10.1016/j.bmcl.2011.03.034	QFOLMPFZCVBCTJ-UHFFFAOYSA-N	C26H28N4O5	476.205971	2.1338	
elZRJ@DH@bo`DELjhIPyInUnuvV[yU][bPrpyyh@bZfif``bjD@`\P	Compound 430	774398	=	82.59	%	Inhibition				589665		SARS coronavirus	101075	Replicase polyprotein 1ab	SARS coronavirus	Target is a single protein chain	P0C6X7	Bioorg. Med. Chem. Lett. 21 (10), 3088-3091 (2011)	21470860	10.1016/j.bmcl.2011.03.034	QFOLMPFZCVBCTJ-UHFFFAOYSA-N	C26H28N4O5	476.205971	2.1338	
elZRJ@DH@bo`DELjhIPyInUnuvV[yU][bPrpyyh@bZfif``bjD@`\P	Compound 431	774398		0		Inhibition				589667		SARS coronavirus	101075	Replicase polyprotein 1ab	SARS coronavirus	Target is a single protein chain	P0C6X7	Bioorg. Med. Chem. Lett. 21 (10), 3088-3091 (2011)	21470860	10.1016/j.bmcl.2011.03.034	QFOLMPFZCVBCTJ-UHFFFAOYSA-N	C26H28N4O5	476.205971	2.1338	
elZRJ@DH@bo`DELjhIPyInUnuvV[yU][bPrpyyh@bZfif``bjD@`\P	Compound 432	774398	=	9110	nM	Ki	0.20	10.58	4.28	589724		SARS coronavirus	101075	Replicase polyprotein 1ab	SARS coronavirus	Target is a single protein chain	P0C6X7	Bioorg. Med. Chem. Lett. 21 (10), 3088-3091 (2011)	21470860	10.1016/j.bmcl.2011.03.034	QFOLMPFZCVBCTJ-UHFFFAOYSA-N	C26H28N4O5	476.205971	2.1338	
ehZPL@@@D@\bfdTRTQbTTcVdrtfDTdtBrzFNnZjjjjfjjjjjjeLBBJNBAJMJGJLbFbAjKb@@	Compound 433	1763		0		Activity				294025		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		J. Med. Chem. 50 (17), 4087-4095 (2007)	17663539	10.1021/jm070295s	QGJZLNKBHJESQX-FVUNRJLTSA-N	C30H48O3	456.360345	-21.49	
ehZPL@@@D@\bfdTRTQbTTcVdrtfDTdtBrzFNnZjjjjfjjjjjjeLBBJNBAJMJGJLbFbAjKb@@	Compound 434	1763	>	10000	nM	EC50				294026		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		J. Med. Chem. 50 (17), 4087-4095 (2007)	17663539	10.1021/jm070295s	QGJZLNKBHJESQX-FVUNRJLTSA-N	C30H48O3	456.360345	-21.49	
ehZPL@@@D@\bfdTRTQbTTcVdrtfDTdtBrzFNnZjjjjfjjjjjjeLBBJNBAJMJGJLbFbAjKb@@	Compound 435	1763	=	50	%	Inhibition				294024		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		J. Med. Chem. 50 (17), 4087-4095 (2007)	17663539	10.1021/jm070295s	QGJZLNKBHJESQX-FVUNRJLTSA-N	C30H48O3	456.360345	-21.49	
ehZPL@@@D@\bfdTRTQbTTcVdrtfDTdtBrzFNnZjjjjfjjjjjjeLBBJNBAJMJGJLbFbAjKb@@	Compound 436	1763	<	25	%	Inhibition				294022		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		J. Med. Chem. 50 (17), 4087-4095 (2007)	17663539	10.1021/jm070295s	QGJZLNKBHJESQX-FVUNRJLTSA-N	C30H48O3	456.360345	-21.49	
ehZPL@@@D@\bfdTRTQbTTcVdrtfDTdtBrzFNnZjjjjfjjjjjjeLBBJNBAJMJGJLbFbAjKb@@	Compound 437	1763	=	25	%	Inhibition				294023		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		J. Med. Chem. 50 (17), 4087-4095 (2007)	17663539	10.1021/jm070295s	QGJZLNKBHJESQX-FVUNRJLTSA-N	C30H48O3	456.360345	-21.49	
fjc`b@IVb@HRfY]{fu|TDiwlehFBJXDBH@@	Compound 438	316296	=	13110	nM	IC50	0.32	16.64	13.06	238671		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	Bioorg. Med. Chem. Lett. 15 (12), 3058-3062 (2005)	15896959	10.1016/j.bmcl.2005.04.027	QGWPMYZWJXKBHT-UHFFFAOYSA-N	C17H11NO2S	293.051049	1.2614	
ek`TLB@EBaML`JqpHFdCiAIe[g]e^vY~cbQPJI[Z@HZZfihHBI@@@	Compound 439	317254	=	32	%	Inhibition				240686		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	Bioorg. Med. Chem. Lett. 15 (12), 3058-3062 (2005)	15896959	10.1016/j.bmcl.2005.04.027	QHBQXDUBPFCVNE-UHFFFAOYSA-N	C20H11N2O3F2IS	523.950317	1.0213	
fluab@B\ehDPdrkmrjmFV]EL@EMM@@@@@	Compound 440	371860	=	170	nM	IC50	0.49	24.74	12.94	278391		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	J. Med. Chem. 50 (8), 1850-1864 (2007)	17381079	10.1021/jm061425k	QHBWMDVARYUYJW-UHFFFAOYSA-N	C14H8NO3Cl	273.019271	-0.28712	
fluab@B\ehDPdrkmrjmFV]EL@EMM@@@@@	Compound 441	371860	=	94	%	Inhibition				278390		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	J. Med. Chem. 50 (8), 1850-1864 (2007)	17381079	10.1021/jm061425k	QHBWMDVARYUYJW-UHFFFAOYSA-N	C14H8NO3Cl	273.019271	-0.28712	
eghTD@@DC@@lbbTRRbrRfbtLRbLacdTrqusUUPPTU@@@PDGe@@	Compound 442	650342	=	9700	nM	EC50				486973		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		J. Med. Chem. 53 (13), 4968-4979 (2010)	20527968	10.1021/jm1004489	QKYBTDRNPVPOGN-IBGZPJMESA-N	C26H30N2O2	402.230728	6.7431	
fcQc@EEEkHJqpQnHRYVywYWme^gIJCFZx@aijZf`@bP@@	Compound 443	317527	=	12570	nM	IC50	0.24	9.37	7.37	238671		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	Bioorg. Med. Chem. Lett. 15 (12), 3058-3062 (2005)	15896959	10.1016/j.bmcl.2005.04.027	QLHBUHQTCJSYDO-UHFFFAOYSA-N	C20H12N2O3ClIS	521.930188	2.3984	
fcoqQ@BZKrRV}AD^BLbbRVTtTTbgRfTeFN|{L@EMUUMSUQVEDNHrP@	Compound 444	493036	>	1.0e5	nM	IC50				341535		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		Bioorg. Med. Chem. Lett. 18 (20), 5684-5688 (2008)	18796354	10.1016/j.bmcl.2008.08.082	QMHFICDTFZLPHF-BZPMIXESSA-N	C18H22N3O5ClS	427.096869	-45.887	
egdTD@@DB@@lbbbfbRRbbrRvLRQCEbQWUSQusURE@D`TP@HHA@p`	Compound 445	2087894	>	50000	nM	IC50				1017144		SARS coronavirus	101075	Replicase polyprotein 1ab	SARS coronavirus	Target is a single protein chain	P0C6X7	Bioorg. Med. Chem. 24 (13), 3035-3042 (2016)	27240464	10.1016/j.bmc.2016.05.013	QPKMQJHQRSKMGY-UHFFFAOYSA-N	C26H18N2O2	390.136828	5.0711	
fnk`P@D@XZJSLrzsjjiNZ]xMVmTqAITD@@@@	Compound 446	316224	=	13	%	Inhibition				240686		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	Bioorg. Med. Chem. Lett. 15 (12), 3058-3062 (2005)	15896959	10.1016/j.bmcl.2005.04.027	QPSKOEFUKMVQMR-UHFFFAOYSA-N	C18H13NO4	307.084459	0.28782	
foAQA@B\dBHtDILkk\mFV]@ASSP`@@	Compound 447	371814	<	10	%	Inhibition				278390		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	J. Med. Chem. 50 (8), 1850-1864 (2007)	17381079	10.1021/jm061425k	QQYQSNYBWJLLOW-UHFFFAOYSA-N	C10H7N2OClS	237.996760	3.3339	
ek`\HH@A@fe@ICHhdhTihdlhihdijFO@amech@Jfjjh@@@``bh@@	Compound 448	1732323	>	50000	nM	EC50				843084		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		J. Med. Chem. 57 (6), 2393-2412 (2014)	24568342	10.1021/jm401712t	QSTKNFZQDYFXGZ-UHFFFAOYSA-N	C24H26N3OF	391.205990	5.4254	
fluIb@DLEItT`dLbbRbrabbrirRoA`BJjjjFIj`qGj@t@@	Compound 449	1957405		0		Activity				956765		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		Bioorg. Med. Chem. 23 (17), 5496-5501 (2015)	26260336	10.1016/j.bmc.2015.07.039	QTHFZXQQQMFMRD-DWAQLAQLSA-N	C11H13N4O3F	268.097169	0.82292	
f`q``@J@PdrrormFN|uUU@A@@@	Compound 450	333692	<	10	%	Inhibition				254534		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	Bioorg. Med. Chem. Lett. 15 (24), 5365-5369 (2005)	16216498	10.1016/j.bmcl.2005.09.012	QTTGHNQPTOLCIM-UHFFFAOYSA-N	C13H17NO2	219.125929	0.12203	
foAQ`@DN@rvQQQQEKJDxkSUL@S@@@	Compound 451	246483	=	71000	nM	IC50	0.38	20.32	5.16	262886		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	J. Med. Chem. 49 (12), 3440-3443 (2006)	16759084	10.1021/jm0602357	QUFAZQGZSQBRME-UHFFFAOYSA-N	C10H8N2O3	204.053493	-0.044552	
foAQ`@DN@rvQQQQEKJDxkSUL@S@@@	Compound 452	246483	=	72444	nM	Ki				262886		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	J. Med. Chem. 49 (12), 3440-3443 (2006)	16759084	10.1021/jm0602357	QUFAZQGZSQBRME-UHFFFAOYSA-N	C10H8N2O3	204.053493	-0.044552	
foAQ`@DN@rvQQQQEKJDxkSUL@S@@@	Compound 453	246483	=	71000	nM	Ki	0.38	20.32	5.16	262886		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	J. Med. Chem. 49 (12), 3440-3443 (2006)	16759084	10.1021/jm0602357	QUFAZQGZSQBRME-UHFFFAOYSA-N	C10H8N2O3	204.053493	-0.044552	
eeSRN@@DAKjPCHdal^\bbTJbRbtTRrbbRtvTtlRqEAwwHkUUTmTuPUAQTsSQDXSaVJZPJP	Compound 454	329387	=	4.617	hr	T1/2				250668		Carona virus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	J. Med. Chem. 48 (22), 6767-6771 (2005)	16250632	10.1021/jm050548m	QWWQDVZVNOWLHC-YVLDERKRSA-N	C31H42N4O7	582.305351	-3.8991	
eeSRN@@DAKjPCHdal^\bbTJbRbtTRrbbRtvTtlRqEAwwHkUUTmTuPUAQTsSQDXSaVJZPJP	Compound 455	329387	=	0.0025	1/min	kinact				250772		Carona virus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	J. Med. Chem. 48 (22), 6767-6771 (2005)	16250632	10.1021/jm050548m	QWWQDVZVNOWLHC-YVLDERKRSA-N	C31H42N4O7	582.305351	-3.8991	
fj}A@@@YEEDeDcHdcHsaoQS@PUUUUQRETFH@@	Compound 456	325341		0		Activity				294025		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		J. Med. Chem. 50 (17), 4087-4095 (2007)	17663539	10.1021/jm070295s	QXNWVJOHUAQHLM-UYAOXDASSA-N	C20H30O	286.229665	-5.1626	
fj}A@@@YEEDeDcHdcHsaoQS@PUUUUQRETFH@@	Compound 457	325341	=	1390	nM	EC50				294026		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		J. Med. Chem. 50 (17), 4087-4095 (2007)	17663539	10.1021/jm070295s	QXNWVJOHUAQHLM-UYAOXDASSA-N	C20H30O	286.229665	-5.1626	
fj}A@@@YEEDeDcHdcHsaoQS@PUUUUQRETFH@@	Compound 458	325341	<	25	%	Inhibition				294022		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		J. Med. Chem. 50 (17), 4087-4095 (2007)	17663539	10.1021/jm070295s	QXNWVJOHUAQHLM-UYAOXDASSA-N	C20H30O	286.229665	-5.1626	
fj}A@@@YEEDeDcHdcHsaoQS@PUUUUQRETFH@@	Compound 459	325341	<	25	%	Inhibition				294023		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		J. Med. Chem. 50 (17), 4087-4095 (2007)	17663539	10.1021/jm070295s	QXNWVJOHUAQHLM-UYAOXDASSA-N	C20H30O	286.229665	-5.1626	
fj}A@@@YEEDeDcHdcHsaoQS@PUUUUQRETFH@@	Compound 460	325341	=	25	%	Inhibition				294024		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		J. Med. Chem. 50 (17), 4087-4095 (2007)	17663539	10.1021/jm070295s	QXNWVJOHUAQHLM-UYAOXDASSA-N	C20H30O	286.229665	-5.1626	
e`X\N@@LCK@DMAiemlbbRdTlTtTTRUbarW`RWSUUTuUUULuUVEB|PR@@	Compound 461	333468	=	16	%	Inhibition				254531		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	Bioorg. Med. Chem. Lett. 15 (24), 5365-5369 (2005)	16216498	10.1016/j.bmcl.2005.09.012	QYVDGKMGELXWPY-VCAIXKDPSA-N	C22H37N3O7	455.263152	-54.184	
fjm`P@J@PkVQQJ[QQSEQITYdkUUSUP@QCb@@	Compound 462	333622	=	20	%	Inhibition				254531		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	Bioorg. Med. Chem. Lett. 15 (24), 5365-5369 (2005)	16216498	10.1016/j.bmcl.2005.09.012	RAIAEPKIDQJTAC-UUCFBXCCSA-N	C16H21NO4	291.147059	0.498	
